step_num,step_time_ms,data_transfer_time_ms,forward_time_ms,backward_time_ms,optimizer_time_ms,checkpoint_time_ms,gpu_memory_allocated_mb,gpu_memory_reserved_mb,gpu_memory_peak_mb,energy_step_j,co2_step_mg,gpu_temperature_c,gpu_utilization,gpu_memory_utilization,cpu_utilization,timestamp
0,654.545951,0.0,0.0,0.0,0.0,0.0,3568.61376953125,17206.0,16890.529296875,113.724,0.9477000000000001,52.0,93.0,71.0,1.1,2026-04-06T14:59:55.456305
1,348.780893,0.0,0.0,0.0,0.0,0.0,3568.61376953125,17206.0,16890.529296875,113.724,0.9477000000000001,52.0,93.0,71.0,1.1,2026-04-06T14:59:55.805409
2,471.363215,0.0,0.0,0.0,0.0,0.0,3569.11376953125,19036.0,18699.89892578125,88.1885,0.7349041666666667,56.0,100.0,79.0,1.1,2026-04-06T14:59:56.279326
3,469.033385,0.0,0.0,0.0,0.0,0.0,3569.11376953125,19036.0,18699.89892578125,88.1885,0.7349041666666667,56.0,100.0,79.0,1.1,2026-04-06T14:59:56.748578
4,471.080191,0.0,0.0,0.0,0.0,0.0,3569.11376953125,19036.0,18699.89892578125,98.1585,0.8179875,56.0,100.0,78.0,1.1,2026-04-06T14:59:57.222359
5,469.148377,0.0,0.0,0.0,0.0,0.0,3569.11376953125,19036.0,18699.89892578125,98.1585,0.8179875,56.0,100.0,78.0,1.1,2026-04-06T14:59:57.691721
6,471.172302,0.0,0.0,0.0,0.0,0.0,3569.11376953125,19036.0,18699.89892578125,109.7105,0.9142541666666667,57.0,100.0,77.0,1.1,2026-04-06T14:59:58.165633
7,469.772407,0.0,0.0,0.0,0.0,0.0,3569.11376953125,19036.0,18699.89892578125,109.7105,0.9142541666666667,57.0,100.0,77.0,1.1,2026-04-06T14:59:58.635628
8,471.127222,0.0,0.0,0.0,0.0,0.0,3569.11376953125,19036.0,18699.89892578125,98.033,0.8169416666666667,57.0,99.0,84.0,1.1,2026-04-06T14:59:59.112713
9,466.028332,0.0,0.0,0.0,0.0,0.0,3569.11376953125,19036.0,18699.89892578125,98.033,0.8169416666666667,57.0,99.0,84.0,1.1,2026-04-06T14:59:59.578973
