step_num,step_time_ms,data_transfer_time_ms,forward_time_ms,backward_time_ms,optimizer_time_ms,checkpoint_time_ms,gpu_memory_allocated_mb,gpu_memory_reserved_mb,gpu_memory_peak_mb,energy_step_j,co2_step_mg,gpu_temperature_c,gpu_utilization,gpu_memory_utilization,cpu_utilization,timestamp
0,670.545787,0.0,0.0,0.0,56.359637,0.0,3568.61376953125,17206.0,16890.529296875,113.328,0.9444,52.0,96.0,74.0,1.1,2026-04-06T14:18:21.822367
1,473.538594,0.0,0.0,0.0,37.966035,0.0,3568.61376953125,17206.0,16890.529296875,113.328,0.9444,52.0,96.0,74.0,1.1,2026-04-06T14:18:22.296310
2,473.745887,0.0,0.0,0.0,37.928025,0.0,3569.11376953125,19036.0,18699.89892578125,99.249,0.8270749999999999,52.0,100.0,77.0,1.1,2026-04-06T14:18:22.777331
3,473.2962,0.0,0.0,0.0,38.110037,0.0,3569.11376953125,19036.0,18699.89892578125,99.249,0.8270749999999999,52.0,100.0,77.0,1.1,2026-04-06T14:18:23.250909
4,473.352281,0.0,0.0,0.0,38.074576,0.0,3569.11376953125,19036.0,18699.89892578125,108.833,0.9069416666666666,53.0,99.0,81.0,1.1,2026-04-06T14:18:23.727792
5,473.91592,0.0,0.0,0.0,38.077937,0.0,3569.11376953125,19036.0,18699.89892578125,108.833,0.9069416666666666,53.0,99.0,81.0,1.1,2026-04-06T14:18:24.201978
6,473.352831,0.0,0.0,0.0,37.966215,0.0,3569.11376953125,19036.0,18699.89892578125,99.1315,0.8260958333333334,53.0,100.0,77.0,1.1,2026-04-06T14:18:24.679219
7,474.146773,0.0,0.0,0.0,38.242049,0.0,3569.11376953125,19036.0,18699.89892578125,99.1315,0.8260958333333334,53.0,100.0,77.0,1.1,2026-04-06T14:18:25.153632
8,474.025972,0.0,0.0,0.0,38.009085,0.0,3569.11376953125,19036.0,18699.89892578125,109.417,0.9118083333333334,54.0,100.0,75.0,1.1,2026-04-06T14:18:25.630688
9,473.669496,0.0,0.0,0.0,38.065036,0.0,3569.11376953125,19036.0,18699.89892578125,109.417,0.9118083333333334,54.0,100.0,75.0,1.1,2026-04-06T14:18:26.104627
10,474.639613,0.0,0.0,0.0,38.119958,0.0,3569.11376953125,19036.0,18699.89892578125,98.1945,0.8182875000000001,54.0,100.0,77.0,1.1,2026-04-06T14:18:26.582042
11,474.588211,0.0,0.0,0.0,38.133118,0.0,3569.11376953125,19036.0,18699.89892578125,98.1945,0.8182875000000001,54.0,100.0,77.0,1.1,2026-04-06T14:18:27.056927
12,473.996532,0.0,0.0,0.0,38.015746,0.0,3569.11376953125,19036.0,18699.89892578125,109.189,0.9099083333333332,54.0,99.0,79.0,1.1,2026-04-06T14:18:27.536183
13,474.057882,0.0,0.0,0.0,38.155698,0.0,3569.11376953125,19036.0,18699.89892578125,109.189,0.9099083333333332,54.0,99.0,79.0,1.1,2026-04-06T14:18:28.010514
14,474.238495,0.0,0.0,0.0,37.982436,0.0,3569.11376953125,19036.0,18699.89892578125,99.797,0.8316416666666666,54.0,100.0,77.0,1.0,2026-04-06T14:18:28.487649
15,474.048262,0.0,0.0,0.0,38.064176,0.0,3569.11376953125,19036.0,18699.89892578125,99.797,0.8316416666666666,54.0,100.0,77.0,1.0,2026-04-06T14:18:28.961967
16,474.373027,0.0,0.0,0.0,38.103836,0.0,3569.11376953125,19036.0,18699.89892578125,109.0445,0.9087041666666666,54.0,100.0,75.0,1.1,2026-04-06T14:18:29.439253
17,474.345137,0.0,0.0,0.0,37.963895,0.0,3569.11376953125,19036.0,18699.89892578125,109.0445,0.9087041666666666,54.0,100.0,75.0,1.1,2026-04-06T14:18:29.913889
